0.5804;0.4621;0.3778;0.3447;0.3172;0.2953;0.2791;0.2621;0.2595
0.5491;0.4469;0.3751;0.3473;0.3245;0.3063;0.2926;0.2768;0.2723
0.5122;0.4229;0.3621;0.3392;0.3206;0.3057;0.2942;0.2794;0.2727
0.4937;0.4135;0.3587;0.3381;0.3212;0.3075;0.2968;0.2825;0.2753
0.459;0.389;0.342;0.3245;0.3103;0.2989;0.29;0.2778;0.2712
0.3815;0.3284;0.2922;0.2789;0.2684;0.2603;0.2543;0.2475;0.2453
0.3546;0.3055;0.2735;0.2618;0.2523;0.2445;0.2382;0.2292;0.2236
