0.6276;0.4971;0.4063;0.3711;0.3420;0.3189;0.3018;0.2837;0.2805
0.5944;0.4798;0.4010;0.3710;0.3464;0.3269;0.3123;0.2957;0.2911
0.5674;0.4628;0.3917;0.3648;0.3428;0.3252;0.3118;0.2955;0.2893
0.5539;0.4553;0.3894;0.3646;0.3441;0.3273;0.3139;0.2952;0.2848
0.5055;0.4252;0.3709;0.3505;0.3337;0.3201;0.3093;0.2947;0.2871
0.4262;0.3622;0.3191;0.3033;0.2907;0.2808;0.2734;0.2645;0.2610
0.3665;0.3135;0.2793;0.2669;0.2568;0.2487;0.2423;0.2334;0.2283
