0.628;0.4963;0.406;0.372;0.3427;0.3189;0.3012;0.2832;0.2811
0.5954;0.4782;0.4003;0.3715;0.3474;0.3272;0.3121;0.2952;0.2913
0.5678;0.4617;0.3917;0.3656;0.3437;0.3252;0.3111;0.2947;0.29
0.5536;0.4552;0.3898;0.365;0.3453;0.327;0.3126;0.2939;0.286
0.5056;0.4248;0.3709;0.3506;0.3345;0.3201;0.3088;0.2942;0.2876
0.4261;0.3623;0.3189;0.3028;0.2921;0.2806;0.2729;0.2641;0.2614
0.3664;0.3137;0.2792;0.2666;0.2575;0.2487;0.242;0.233;0.2286
