0.6333;0.4909;0.4010;0.3679;0.3451;0.3314;0.3229;0.3128;0.3121
0.6149;0.4851;0.4044;0.3755;0.3533;0.3355;0.3276;0.3202;0.3207
0.5860;0.4693;0.3957;0.3690;0.3493;0.3319;0.3217;0.3121;0.3110
0.5544;0.4527;0.3888;0.3656;0.3471;0.3310;0.3191;0.3058;0.3008
0.4725;0.4022;0.3553;0.3377;0.3249;0.3113;0.3011;0.2885;0.2820
0.3598;0.3166;0.2859;0.2743;0.2655;0.2576;0.2514;0.2435;0.2400
0.3363;0.2958;0.2669;0.2559;0.2469;0.2395;0.2337;0.2259;0.2218
